Year,State,County,Population
2008,South Carolina,Florence County,135032
2008,South Carolina,Georgetown County,60621
2008,South Carolina,Greenville County,438742
2008,South Carolina,Greenwood County,68862
2008,South Carolina,Hampton County,21212
2008,South Carolina,Horry County,260609
2008,South Carolina,Jasper County,23620
2008,South Carolina,Kershaw County,60395
2008,South Carolina,Lancaster County,72733
2008,South Carolina,Laurens County,67173
2008,South Carolina,Lee County,19697
2008,South Carolina,Lexington County,252747
2008,South Carolina,Marion County,33724
2008,South Carolina,Marlboro County,29079
2008,South Carolina,Mccormick County,10224
2008,South Carolina,Newberry County,37192
2008,South Carolina,Oconee County,73089
2008,South Carolina,Orangeburg County,92886
2008,South Carolina,Pickens County,118330
2008,South Carolina,Richland County,373789
2008,South Carolina,Saluda County,19503
2008,South Carolina,Spartanburg County,279673
2008,South Carolina,Sumter County,106463
2008,South Carolina,Union County,29172
2008,South Carolina,Williamsburg County,35090
2008,South Carolina,York County,217463
2008,South Dakota,Aurora County,2750
2008,South Dakota,Beadle County,16810
2008,South Dakota,Bennett County,3429
2008,South Dakota,Bon Homme County,7040
2008,South Dakota,Brookings County,31363
2008,South Dakota,Brown County,35865
2008,South Dakota,Brule County,5112
2008,South Dakota,Buffalo County,1956
2008,South Dakota,Butte County,9977
2008,South Dakota,Campbell County,1456
2008,South Dakota,Charles Mix County,9009
2008,South Dakota,Clark County,3714
2008,South Dakota,Clay County,13959
2008,South Dakota,Codington County,27043
2008,South Dakota,Corson County,4051
2008,South Dakota,Custer County,8060
2008,South Dakota,Davison County,19318
2008,South Dakota,Day County,5638
2008,South Dakota,Deuel County,4394
2008,South Dakota,Dewey County,5245
2008,South Dakota,Douglas County,3006
2008,South Dakota,Edmunds County,4050
2008,South Dakota,Fall River County,7032
2008,South Dakota,Faulk County,2415
2008,South Dakota,Grant County,7389
2008,South Dakota,Gregory County,4254
2008,South Dakota,Haakon County,1945
2008,South Dakota,Hamlin County,5753
2008,South Dakota,Hand County,3396
2008,South Dakota,Hanson County,3399
2008,South Dakota,Harding County,1252
2008,South Dakota,Hughes County,16690
2008,South Dakota,Hutchinson County,7363
2008,South Dakota,Hyde County,1430
2008,South Dakota,Jackson County,2950
2008,South Dakota,Jerauld County,2023
2008,South Dakota,Jones County,976
2008,South Dakota,Kingsbury County,5142
2008,South Dakota,Lake County,11119
2008,South Dakota,Lawrence County,23659
2008,South Dakota,Lincoln County,41590
2008,South Dakota,Lyman County,3669
2008,South Dakota,Marshall County,4618
2008,South Dakota,Mccook County,5598
2008,South Dakota,Mcpherson County,2517
2008,South Dakota,Meade County,24931
2008,South Dakota,Mellette County,2000
2008,South Dakota,Miner County,2372
2008,South Dakota,Minnehaha County,166320
2008,South Dakota,Moody County,6501
2008,South Dakota,Pennington County,98128
2008,South Dakota,Perkins County,2936
2008,South Dakota,Potter County,2285
2008,South Dakota,Roberts County,9997
2008,South Dakota,Sanborn County,2374
2008,South Dakota,Oglala Lakota County,13368
2008,South Dakota,Spink County,6472
2008,South Dakota,Stanley County,2864
2008,South Dakota,Sully County,1375
2008,South Dakota,Todd County,9559
2008,South Dakota,Tripp County,5671
2008,South Dakota,Turner County,8379
2008,South Dakota,Union County,13825
2008,South Dakota,Walworth County,5368
2008,South Dakota,Yankton County,22267
2008,South Dakota,Ziebach County,2708
2008,Tennessee,Anderson County,74397
2008,Tennessee,Bedford County,44395
2008,Tennessee,Benton County,16431
2008,Tennessee,Bledsoe County,13070
2008,Tennessee,Blount County,121716
2008,Tennessee,Bradley County,97547
2008,Tennessee,Campbell County,40672
2008,Tennessee,Cannon County,13822
2008,Tennessee,Carroll County,28645
2008,Tennessee,Carter County,57895
2008,Tennessee,Cheatham County,38947
2008,Tennessee,Chester County,16840
2008,Tennessee,Claiborne County,32006
2008,Tennessee,Clay County,7862
2008,Tennessee,Cocke County,35666
2008,Tennessee,Coffee County,52460
2008,Tennessee,Crockett County,14541
2008,Tennessee,Cumberland County,55184
2008,Tennessee,Davidson County,612649
2008,Tennessee,Dekalb County,18693
2008,Tennessee,Decatur County,11769
2008,Tennessee,Dickson County,48929
2008,Tennessee,Dyer County,38149
2008,Tennessee,Fayette County,37851
2008,Tennessee,Fentress County,17851
2008,Tennessee,Franklin County,41093
2008,Tennessee,Gibson County,49209
2008,Tennessee,Giles County,29705
2008,Tennessee,Grainger County,22380
2008,Tennessee,Greene County,68328
2008,Tennessee,Grundy County,13963
2008,Tennessee,Hamblen County,62101
2008,Tennessee,Hamilton County,328711
2008,Tennessee,Hancock County,6765
2008,Tennessee,Hardeman County,27837
2008,Tennessee,Hardin County,26059
2008,Tennessee,Hawkins County,56698
2008,Tennessee,Haywood County,18996
2008,Tennessee,Henderson County,27655
2008,Tennessee,Henry County,32106
2008,Tennessee,Hickman County,24623
2008,Tennessee,Houston County,8320
2008,Tennessee,Humphreys County,18411
2008,Tennessee,Jackson County,11555
2008,Tennessee,Jefferson County,51014
2008,Tennessee,Johnson County,18220
2008,Tennessee,Knox County,425276
2008,Tennessee,Lake County,7812
2008,Tennessee,Lauderdale County,27840
2008,Tennessee,Lawrence County,41272
2008,Tennessee,Lewis County,11986
2008,Tennessee,Lincoln County,32975
2008,Tennessee,Loudon County,47342
2008,Tennessee,Macon County,22017
2008,Tennessee,Madison County,97064
2008,Tennessee,Marion County,28138
2008,Tennessee,Marshall County,30108
2008,Tennessee,Maury County,79666
2008,Tennessee,Mcminn County,52284
2008,Tennessee,Mcnairy County,25766
2008,Tennessee,Meigs County,11606
2008,Tennessee,Monroe County,44437
2008,Tennessee,Montgomery County,162144
2008,Tennessee,Moore County,6299
2008,Tennessee,Morgan County,21734
2008,Tennessee,Obion County,31971
2008,Tennessee,Overton County,21756
2008,Tennessee,Perry County,7794
2008,Tennessee,Pickett County,5122
2008,Tennessee,Polk County,16759
2008,Tennessee,Putnam County,70746
2008,Tennessee,Rhea County,31308
2008,Tennessee,Roane County,54374
2008,Tennessee,Robertson County,64780
2008,Tennessee,Rutherford County,252565
2008,Tennessee,Scott County,22214
2008,Tennessee,Sequatchie County,13904
2008,Tennessee,Sevier County,87983
2008,Tennessee,Shelby County,920685
2008,Tennessee,Smith County,19179
2008,Tennessee,Stewart County,13199
2008,Tennessee,Sullivan County,156028
2008,Tennessee,Sumner County,155999
2008,Tennessee,Tipton County,60128
2008,Tennessee,Trousdale County,7777
2008,Tennessee,Unicoi County,18291
2008,Tennessee,Union County,19208
2008,Tennessee,Van Buren County,5541
2008,Tennessee,Warren County,39534
2008,Tennessee,Washington County,120056
2008,Tennessee,Wayne County,17004
2008,Tennessee,Weakley County,34484
2008,Tennessee,White County,25548
2008,Tennessee,Williamson County,175498
2008,Tennessee,Wilson County,110474
2008,Texas,Anderson County,57963
2008,Texas,Andrews County,14099
2008,Texas,Angelina County,84961
2008,Texas,Aransas County,23225
2008,Texas,Archer County,9104
2008,Texas,Armstrong County,1936
2008,Texas,Atascosa County,43947
2008,Texas,Austin County,27935
2008,Texas,Bailey County,6979
2008,Texas,Bandera County,20407
2008,Texas,Bastrop County,72389
2008,Texas,Baylor County,3747
2008,Texas,Bee County,31814
2008,Texas,Bell County,297873
2008,Texas,Bexar County,1651709
2008,Texas,Blanco County,10061
2008,Texas,Borden County,612
2008,Texas,Bosque County,17939
2008,Texas,Bowie County,91349
2008,Texas,Brazoria County,301336
2008,Texas,Brazos County,185098
2008,Texas,Brewster County,8868
2008,Texas,Briscoe County,1651
2008,Texas,Brooks County,7345
2008,Texas,Brown County,38135
2008,Texas,Burleson County,17025
2008,Texas,Burnet County,42477
2008,Texas,Caldwell County,37671
2008,Texas,Calhoun County,21127
2008,Texas,Callahan County,13474
2008,Texas,Cameron County,393000
2008,Texas,Camp County,12331
2008,Texas,Carson County,6260
2008,Texas,Cass County,30217
2008,Texas,Castro County,7758
2008,Texas,Chambers County,31619
2008,Texas,Cherokee County,49976
2008,Texas,Childress County,7123
2008,Texas,Clay County,10843
2008,Texas,Cochran County,3100
2008,Texas,Coke County,3348
2008,Texas,Coleman County,8899
2008,Texas,Collin County,741264
2008,Texas,Collingsworth County,3017
2008,Texas,Colorado County,20818
2008,Texas,Comal County,103272
2008,Texas,Comanche County,13834
2008,Texas,Concho County,4108
2008,Texas,Cooke County,38223
2008,Texas,Coryell County,74552
2008,Texas,Cottle County,1527
2008,Texas,Crane County,4157
2008,Texas,Crockett County,3783
2008,Texas,Crosby County,6192
2008,Texas,Culberson County,2490
2008,Texas,Dallam County,6506
2008,Texas,Dallas County,2314018
2008,Texas,Dawson County,13804
2008,Texas,Dewitt County,19902
2008,Texas,Deaf Smith County,19054
2008,Texas,Delta County,5252
2008,Texas,Denton County,630104
2008,Texas,Dickens County,2400
2008,Texas,Dimmit County,9833
2008,Texas,Donley County,3688
2008,Texas,Duval County,11945
2008,Texas,Eastland County,18520
2008,Texas,Ector County,133064
2008,Texas,Edwards County,2084
2008,Texas,El Paso County,769930
2008,Texas,Ellis County,144394
2008,Texas,Erath County,37137
2008,Texas,Falls County,17698
2008,Texas,Fannin County,33870
2008,Texas,Fayette County,24347
2008,Texas,Fisher County,4065
2008,Texas,Floyd County,6528
2008,Texas,Foard County,1334
2008,Texas,Fort Bend County,542957
2008,Texas,Franklin County,10604
2008,Texas,Freestone County,19446
2008,Texas,Frio County,16939
2008,Texas,Gaines County,16641
2008,Texas,Galveston County,288643
2008,Texas,Garza County,6158
2008,Texas,Gillespie County,24206
2008,Texas,Glasscock County,1218
2008,Texas,Goliad County,7164
2008,Texas,Gonzales County,19538
2008,Texas,Gray County,22772
2008,Texas,Grayson County,118834
2008,Texas,Gregg County,119157
2008,Texas,Grimes County,26273
2008,Texas,Guadalupe County,123398
2008,Texas,Hale County,35662
2008,Texas,Hall County,3398
2008,Texas,Hamilton County,8497
2008,Texas,Hansford County,5512
2008,Texas,Hardeman County,4187
2008,Texas,Hardin County,53206
2008,Texas,Harris County,3938580
2008,Texas,Harrison County,64107
2008,Texas,Hartley County,5820
2008,Texas,Haskell County,5839
2008,Texas,Hays County,147674
2008,Texas,Hemphill County,3680
2008,Texas,Henderson County,78033
2008,Texas,Hidalgo County,736694
2008,Texas,Hill County,34997
2008,Texas,Hockley County,22958
2008,Texas,Hood County,50112
2008,Texas,Hopkins County,34472
2008,Texas,Houston County,23635
2008,Texas,Howard County,34393
2008,Texas,Hudspeth County,3374
2008,Texas,Hunt County,84447
2008,Texas,Hutchinson County,21851
2008,Texas,Irion County,1571
2008,Texas,Jack County,9030
2008,Texas,Jackson County,13957
2008,Texas,Jasper County,35170
2008,Texas,Jeff Davis County,2316
2008,Texas,Jefferson County,249430
2008,Texas,Jim Hogg County,5198
2008,Texas,Jim Wells County,40554
2008,Texas,Johnson County,148635
2008,Texas,Jones County,20131
2008,Texas,Karnes County,14867
2008,Texas,Kaufman County,99285
2008,Texas,Kendall County,31754
2008,Texas,Kenedy County,410
2008,Texas,Kent County,787
2008,Texas,Kerr County,48852
2008,Texas,Kimble County,4520
2008,Texas,King County,272
2008,Texas,Kinney County,3507
2008,Texas,Kleberg County,31555
2008,Texas,Knox County,3650
2008,Texas,La Salle County,6653
2008,Texas,Lamar County,49467
2008,Texas,Lamb County,14036
2008,Texas,Lampasas County,19812
2008,Texas,Lavaca County,19185
2008,Texas,Lee County,16550
2008,Texas,Leon County,16832
2008,Texas,Liberty County,74915
2008,Texas,Limestone County,23065
2008,Texas,Lipscomb County,3183
2008,Texas,Live Oak County,11479
2008,Texas,Llano County,19034
2008,Texas,Loving County,61
2008,Texas,Lubbock County,268197
2008,Texas,Lynn County,5932
2008,Texas,Madison County,13340
2008,Texas,Marion County,10748
2008,Texas,Martin County,4558
2008,Texas,Mason County,3876
2008,Texas,Matagorda County,36708
2008,Texas,Maverick County,52190
2008,Texas,Mcculloch County,8203
2008,Texas,Mclennan County,229037
2008,Texas,Mcmullen County,736
2008,Texas,Medina County,45131
2008,Texas,Menard County,2217
2008,Texas,Midland County,132502
2008,Texas,Milam County,25065
2008,Texas,Mills County,4876
2008,Texas,Mitchell County,9285
2008,Texas,Montague County,19882
2008,Texas,Montgomery County,429818
2008,Texas,Moore County,20917
2008,Texas,Morris County,13092
2008,Texas,Motley County,1197
2008,Texas,Nacogdoches County,62957
2008,Texas,Navarro County,47408
2008,Texas,Newton County,14393
2008,Texas,Nolan County,15093
2008,Texas,Nueces County,333526
2008,Texas,Ochiltree County,9962
2008,Texas,Oldham County,2004
2008,Texas,Orange County,82612
2008,Texas,Palo Pinto County,27916
2008,Texas,Panola County,23537
2008,Texas,Parker County,112911
2008,Texas,Parmer County,9994
2008,Texas,Pecos County,15251
2008,Texas,Polk County,45794
2008,Texas,Potter County,119740
2008,Texas,Presidio County,7683
2008,Texas,Rains County,11022
2008,Texas,Randall County,116518
2008,Texas,Reagan County,3339
2008,Texas,Real County,3241
2008,Texas,Red River County,12922
2008,Texas,Reeves County,13211
2008,Texas,Refugio County,7430
2008,Texas,Roberts County,904
2008,Texas,Robertson County,16535
2008,Texas,Rockwall County,73929
2008,Texas,Runnels County,10444
2008,Texas,Rusk County,52195
2008,Texas,Sabine County,10565
2008,Texas,San Augustine County,9039
2008,Texas,San Jacinto County,25889
2008,Texas,San Patricio County,66417
2008,Texas,San Saba County,5965
2008,Texas,Schleicher County,3255
2008,Texas,Scurry County,16478
2008,Texas,Shackelford County,3314
2008,Texas,Shelby County,25381
2008,Texas,Sherman County,3035
2008,Texas,Smith County,203263
2008,Texas,Somervell County,8233
2008,Texas,Starr County,59763
2008,Texas,Stephens County,9556
2008,Texas,Sterling County,1169
2008,Texas,Stonewall County,1443
2008,Texas,Sutton County,4321
2008,Texas,Swisher County,7802
2008,Texas,Tarrant County,1745602
2008,Texas,Taylor County,128903
2008,Texas,Terrell County,884
2008,Texas,Terry County,12394
2008,Texas,Throckmorton County,1635
2008,Texas,Titus County,30963
2008,Texas,Tom Green County,107639
2008,Texas,Travis County,980699
2008,Texas,Trinity County,14380
2008,Texas,Tyler County,21570
2008,Texas,Upshur County,38706
2008,Texas,Upton County,3231
2008,Texas,Uvalde County,26206
2008,Texas,Val Verde County,47882
2008,Texas,Van Zandt County,52470
2008,Texas,Victoria County,85762
2008,Texas,Walker County,65726
2008,Texas,Waller County,40578
2008,Texas,Ward County,10588
2008,Texas,Washington County,32869
2008,Texas,Webb County,240287
2008,Texas,Wharton County,40893
2008,Texas,Wheeler County,5199
2008,Texas,Wichita County,130340
2008,Texas,Wilbarger County,13506
2008,Texas,Willacy County,21763
2008,Texas,Williamson County,395437
2008,Texas,Wilson County,41657
2008,Texas,Winkler County,7024
2008,Texas,Wise County,58181
2008,Texas,Wood County,41722
2008,Texas,Yoakum County,7765
2008,Texas,Young County,18104
2008,Texas,Zapata County,13640
2008,Texas,Zavala County,11725
2008,Utah,Beaver County,6413
2008,Utah,Box Elder County,48437
2008,Utah,Cache County,106824
2008,Utah,Carbon County,20596
2008,Utah,Daggett County,993
2008,Utah,Davis County,295801
2008,Utah,Duchesne County,17412
2008,Utah,Emery County,10740
2008,Utah,Garfield County,5010
2008,Utah,Grand County,8981
2008,Utah,Iron County,44547
2008,Utah,Juab County,10024
2008,Utah,Kane County,6853
2008,Utah,Millard County,12146
2008,Utah,Morgan County,9126
2008,Utah,Piute County,1511
2008,Utah,Rich County,2227
2008,Utah,Salt Lake County,999553
2008,Utah,San Juan County,14436
2008,Utah,Sanpete County,26959
2008,Utah,Sevier County,20599
2008,Utah,Summit County,35229
2008,Utah,Tooele County,55909
2008,Utah,Uintah County,31009
2008,Utah,Utah County,487615
2008,Utah,Wasatch County,22120
2008,Utah,Washington County,135552
2008,Utah,Wayne County,2731
2008,Utah,Weber County,223676
2008,Vermont,Addison County,36905
2008,Vermont,Bennington County,37168
2008,Vermont,Caledonia County,31167
2008,Vermont,Chittenden County,154659
2008,Vermont,Essex County,6404
2008,Vermont,Franklin County,47462
2008,Vermont,Grand Isle County,7211
2008,Vermont,Lamoille County,23971
2008,Vermont,Orange County,29032
2008,Vermont,Orleans County,27269
2008,Vermont,Rutland County,62368
2008,Vermont,Washington County,59278
2008,Vermont,Windham County,44407
2008,Vermont,Windsor County,56850
2008,Virginia,Accomack County,33970
2008,Virginia,Albemarle County,97081
2008,Virginia,Alexandria City,132949
2008,Virginia,Alleghany County,16404
2008,Virginia,Amelia County,12563
2008,Virginia,Amherst County,32510
2008,Virginia,Appomattox County,14795
2008,Virginia,Arlington County,196305
2008,Virginia,Augusta County,73555
